,name,company,year,Price,kms_driven,fuel_type
852,mahindra scorpio,mahindra,2011,475000.0,60123.0,diesel
853,chevrolet sail 1.2,chevrolet,2013,300000.0,28000.0,petrol
854,volkswagen vento highline,volkswagen,2015,404688.5344224037,38900.0,diesel
855,hyundai santro ae,hyundai,2003,60000.0,70000.0,petrol
856,maruti suzuki wagon,maruti,2006,100000.0,7000.0,petrol
857,hyundai eon,hyundai,2018,260000.0,25000.0,petrol
858,tata manza,tata,2015,100000.0,100000.0,diesel
859,toyota innova 2.0,toyota,2019,404688.5344224037,4000.0,petrol
860,toyota etios g,toyota,2013,265000.0,42000.0,petrol
861,hyundai getz prime,hyundai,2009,115000.0,20000.0,petrol
862,toyota qualis,toyota,2003,180000.0,100000.0,diesel
863,hyundai santro xing,hyundai,2004,45000.0,137495.0,petrol
864,tata indica ev2,tata,2016,50500.0,91200.0,diesel
865,honda city 1.5,honda,2009,270000.0,55000.0,petrol
866,tata zest xe,tata,2017,290000.0,120000.0,diesel
867,mahindra quanto c4,mahindra,2013,325000.0,63000.0,diesel
868,tata indigo ecs,tata,2016,160000.0,104000.0,diesel
869,maruti suzuki swift,maruti,2016,350000.0,146000.0,diesel
870,hyundai elite i20,hyundai,2011,290000.0,40000.0,petrol
871,hyundai i20 select,hyundai,2011,290000.0,40000.0,petrol
872,chevrolet tavera neo,chevrolet,2007,465000.0,100800.0,diesel
873,maruti suzuki dzire,maruti,2016,325000.0,150000.0,diesel
874,hyundai elite i20,hyundai,2018,510000.0,2100.0,petrol
875,honda city vx,honda,2016,860000.0,95000.0,petrol
876,maruti suzuki dzire,maruti,2016,450000.0,2500.0,diesel
877,hyundai getz,hyundai,2006,125000.0,80000.0,petrol
878,mercedes benz c,mercedes,2006,500001.0,15000.0,petrol
879,maruti suzuki alto,maruti,2005,95000.0,65000.0,petrol
880,maruti suzuki swift,maruti,2009,250000.0,51000.0,diesel
881,skoda fabia,skoda,2009,110000.0,45000.0,petrol
882,maruti suzuki alto,maruti,2015,404688.5344224037,70000.0,petrol
883,maruti suzuki ritz,maruti,2011,270000.0,50000.0,petrol
884,tata zest 2017,tata,2015,450000.0,46010.55011933174,petrol
885,tata indica v2,tata,2009,110000.0,30000.0,diesel
886,toyota corolla altis,toyota,2009,300000.0,132000.0,petrol
887,ta,tara,2015,310000.0,46010.55011933174,petrol
888,tata zest xm,tata,2018,260000.0,27000.0,diesel
889,mahindra quanto c8,mahindra,2013,390000.0,40000.0,diesel
890,honda amaze 1.2,honda,2014,180000.0,46010.55011933174,petrol
891,chevrolet sail 1.2,chevrolet,2014,160000.0,46010.55011933174,petrol
